Complex name:,Uniprot Accession Number:,% Identity:,E-Value:,Homolog Fasta:
q99303_ub_model_A,P08405,48.99,4e-61,q99303_ub_model_A_H50.fasta
q99303_ub_model_A,A7TJX5,32.4,9.000000000000001e-23,q99303_ub_model_A_H35.fasta
q99303_ub_model_A,A7TMQ1,29.38,2e-20,q99303_ub_model_A_H30.fasta
q99303_ub_model_A,A0AAV5RV84,23.56,2e-08,q99303_ub_model_A_H25.fasta
q02875_ub_model_A,H2AZP3,39.03,3e-115,q02875_ub_model_A_H40.fasta
q02875_ub_model_A,A0A8H2VDS2,33.81,2e-96,q02875_ub_model_A_H35.fasta
p40505_ub_model_A,A0A0C7N429,60.0,2.9999999999999998e-114,p40505_ub_model_A_H65.fasta
p40505_ub_model_A,I2GZI3,46.24,9.000000000000001e-87,p40505_ub_model_A_H50.fasta
p40505_ub_model_A,A0A376B4C6,41.07,1e-67,p40505_ub_model_A_H45.fasta
p40505_ub_model_A,A0A1E5RN75,39.68,3e-66,p40505_ub_model_A_H40.fasta
p40505_ub_model_A,A0A1E3P0W2,34.82,2.9999999999999998e-40,p40505_ub_model_A_H35.fasta
p40505_ub_model_A,A0A642V9K5,29.0,4.0000000000000003e-29,p40505_ub_model_A_H30.fasta
p40505_ub_model_A,A0AAV5QGY3,24.93,7e-18,p40505_ub_model_A_H25.fasta
q12316_ub_model_A,A6ZMH7,83.04,3e-57,q12316_ub_model_A_H85.fasta
q12316_ub_model_A,UPI0006C1674E,69.37,6e-46,q12316_ub_model_A_H70.fasta
q12316_ub_model_A,H0GQI7,55.56,9.999999999999999e-27,q12316_ub_model_A_H60.fasta
q12316_ub_model_A,P25383,54.95,8.000000000000001e-34,q12316_ub_model_A_H55.fasta
q12316_ub_model_A,H2ARF8,27.36,4e-09,q12316_ub_model_A_H30.fasta
q12316_ub_model_A,H2ARF9,24.76,6e-06,q12316_ub_model_A_H25.fasta
q06336_ub_model_A,P38817,71.29,5e-102,q06336_ub_model_A_H75.fasta
q06336_ub_model_A,I2GWE7,66.5,2.9999999999999996e-84,q06336_ub_model_A_H70.fasta
q06336_ub_model_A,A0A1E3P6I8,63.0,7e-86,q06336_ub_model_A_H65.fasta
q06336_ub_model_A,A0A1E3NHP2,58.67,4.0000000000000003e-75,q06336_ub_model_A_H60.fasta
q06336_ub_model_A,Q6C7L1,52.94,4.999999999999999e-69,q06336_ub_model_A_H55.fasta
q06336_ub_model_A,A0A9P5FZE9,49.51,2e-67,q06336_ub_model_A_H50.fasta
q06336_ub_model_A,A0A8H7R4E9,43.32,1e-48,q06336_ub_model_A_H45.fasta
q06336_ub_model_A,A0A1X2HK04,39.42,4e-38,q06336_ub_model_A_H40.fasta
q06336_ub_model_A,A0AAN7W6A6,33.48,3e-25,q06336_ub_model_A_H35.fasta
q06336_ub_model_A,UPI003752093E,29.09,2e-12,q06336_ub_model_A_H30.fasta
q06336_ub_model_A,A0A2N1J8J4,24.0,9e-12,q06336_ub_model_A_H25.fasta
q12049_ub_model_A,G8ZRT1,59.43,7.999999999999999e-84,q12049_ub_model_A_H60.fasta
q12049_ub_model_A,H2APR9,54.88,2e-74,q12049_ub_model_A_H55.fasta
q12049_ub_model_A,A0A376B5N6,46.85,4.9999999999999996e-54,q12049_ub_model_A_H50.fasta
q12049_ub_model_A,W0T8Q9,44.13,4.9999999999999996e-57,q12049_ub_model_A_H45.fasta
q12049_ub_model_A,A0A813RJY3,39.52,8e-41,q12049_ub_model_A_H40.fasta
q12049_ub_model_A,A0AA39G6R2,34.82,9e-35,q12049_ub_model_A_H35.fasta
p47014_ub_model_A,G0V7T9,50.19,1e-89,p47014_ub_model_A_H55.fasta
p47014_ub_model_A,G8ZZB8,48.93,2e-92,p47014_ub_model_A_H50.fasta
p47014_ub_model_A,UPI003871437B,44.03,2e-77,p47014_ub_model_A_H45.fasta
p47014_ub_model_A,A0A060T7C0,35.64,2.9999999999999998e-40,p47014_ub_model_A_H40.fasta
p47014_ub_model_A,A0A061AJD1,34.02,5e-35,p47014_ub_model_A_H35.fasta
p47014_ub_model_A,A0AAV5QB59,29.29,3.9999999999999996e-26,p47014_ub_model_A_H30.fasta
p47014_ub_model_A,A0AAE0SFU4,24.91,6e-12,p47014_ub_model_A_H25.fasta
p38226_ub_model_A,G8ZTM1,58.81,1e-137,p38226_ub_model_A_H60.fasta
p38226_ub_model_A,A0A0C7N704,54.63,3e-128,p38226_ub_model_A_H55.fasta
p38226_ub_model_A,A0A1E5RY46,49.23,8e-101,p38226_ub_model_A_H50.fasta
p38226_ub_model_A,K0KT31,44.44,3e-105,p38226_ub_model_A_H45.fasta
p38226_ub_model_A,A0A1E3QZT1,39.64,1e-80,p38226_ub_model_A_H40.fasta
p38226_ub_model_A,A0A6A6BZ63,34.69,5.999999999999999e-54,p38226_ub_model_A_H35.fasta
p38226_ub_model_A,A0A066WNC0,29.7,2e-37,p38226_ub_model_A_H30.fasta
p38226_ub_model_A,V4BSP0,24.73,5e-20,p38226_ub_model_A_H25.fasta
p53728_ub_model_A,G0WHT6,39.5,5e-31,p53728_ub_model_A_H40.fasta
p53728_ub_model_A,G8ZN89,33.94,7.000000000000001e-29,p53728_ub_model_A_H35.fasta
p53728_ub_model_A,H2ASU7,29.55,6e-21,p53728_ub_model_A_H30.fasta
q12441_ub_model_A,A6ZMH7,79.8,2e-109,q12441_ub_model_A_H80.fasta
q12441_ub_model_A,A0AA35JE33,66.5,2e-87,q12441_ub_model_A_H70.fasta
q12441_ub_model_A,A0AA35NLP0,64.32,2e-76,q12441_ub_model_A_H65.fasta
q12441_ub_model_A,A0AA35ND33,49.24,1e-59,q12441_ub_model_A_H50.fasta
q12441_ub_model_A,A7TJX5,30.68,3e-16,q12441_ub_model_A_H35.fasta
q12441_ub_model_A,A0A7H9HN04,28.65,4e-15,q12441_ub_model_A_H30.fasta
q12441_ub_model_A,A7TMQ1,24.73,5e-14,q12441_ub_model_A_H25.fasta
p0cx66_ub_model_A,A6ZMH7,80.4,2e-111,p0cx66_ub_model_A_H85.fasta
p0cx66_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,p0cx66_ub_model_A_H70.fasta
p0cx66_ub_model_A,A0AA35NLP0,64.32,2e-76,p0cx66_ub_model_A_H65.fasta
p0cx66_ub_model_A,A0AA35ND33,48.99,1e-59,p0cx66_ub_model_A_H50.fasta
p0cx66_ub_model_A,A7TJX5,30.11,2e-16,p0cx66_ub_model_A_H35.fasta
p0cx66_ub_model_A,A0A7H9HN04,28.65,3e-15,p0cx66_ub_model_A_H30.fasta
p0cx66_ub_model_A,A7TMQ1,24.73,7e-14,p0cx66_ub_model_A_H25.fasta
p04819_ub_model_A,A0A1E3P0D0,58.62,5e-27,p04819_ub_model_A_H60.fasta
p04819_ub_model_A,A0AAV5RL56,51.72,2e-17,p04819_ub_model_A_H55.fasta
p04819_ub_model_A,A0A2T9YKA9,45.98,1e-16,p04819_ub_model_A_H50.fasta
p04819_ub_model_A,D5GCR9,43.68,3e-16,p04819_ub_model_A_H45.fasta
p04819_ub_model_A,A0A7S4FBN9,39.36,8e-15,p04819_ub_model_A_H40.fasta
p04819_ub_model_A,A0A7S3XCH1,34.48,3e-10,p04819_ub_model_A_H35.fasta
p04819_ub_model_A,A0A2K3N5F8,29.76,2e-07,p04819_ub_model_A_H30.fasta
p38207_ub_model_A,H0GR30,83.25,0.0,p38207_ub_model_A_H85.fasta
p38207_ub_model_A,A0A1G4J1T3,56.62,8e-153,p38207_ub_model_A_H60.fasta
p38207_ub_model_A,R9XHV7,54.89,9.999999999999999e-143,p38207_ub_model_A_H55.fasta
p38207_ub_model_A,A0A1E5RVZ2,47.09,7e-121,p38207_ub_model_A_H50.fasta
p38207_ub_model_A,K0KHG6,42.93,2e-96,p38207_ub_model_A_H45.fasta
p38207_ub_model_A,A0A1B7TIY6,39.85,5.9999999999999995e-83,p38207_ub_model_A_H40.fasta
p38207_ub_model_A,A0A1D2VQ49,34.67,7.999999999999999e-63,p38207_ub_model_A_H35.fasta
p38207_ub_model_A,A0A9P6KB66,29.37,6.999999999999999e-42,p38207_ub_model_A_H30.fasta
p38207_ub_model_A,A0AAN8XSW7,24.08,1.9999999999999998e-26,p38207_ub_model_A_H25.fasta
p16550_ub_model_A,P22108,79.05,5e-55,p16550_ub_model_A_H80.fasta
p16550_ub_model_A,G0V546,73.58,2e-53,p16550_ub_model_A_H75.fasta
p16550_ub_model_A,A0A376B8F3,50.93,9.999999999999999e-27,p16550_ub_model_A_H55.fasta
p16550_ub_model_A,K0KW87,43.27,1e-16,p16550_ub_model_A_H45.fasta
p16550_ub_model_A,A0A1B7TCI2,39.81,3e-19,p16550_ub_model_A_H40.fasta
p16550_ub_model_A,A0AAW0FII3,34.58,8e-14,p16550_ub_model_A_H35.fasta
p16550_ub_model_A,A0A8H7GM28,29.41,5e-07,p16550_ub_model_A_H30.fasta
p53324_ub_model_A,Q6FTV9,41.85,2.9999999999999997e-83,p53324_ub_model_A_H45.fasta
p53324_ub_model_A,A7TNV7,38.62,4e-71,p53324_ub_model_A_H40.fasta
p53324_ub_model_A,G8BNZ0,33.44,5e-53,p53324_ub_model_A_H35.fasta
p53324_ub_model_A,A0AAN7WSH7,29.23,3.0000000000000003e-31,p53324_ub_model_A_H30.fasta
p53324_ub_model_A,A0A2T0FQ55,23.46,2e-13,p53324_ub_model_A_H25.fasta
p39944_ub_model_A,A7TGY3,72.67,1e-77,p39944_ub_model_A_H75.fasta
p39944_ub_model_A,A0A9P6W896,69.57,3e-74,p39944_ub_model_A_H70.fasta
p39944_ub_model_A,G0V658,64.46,2e-70,p39944_ub_model_A_H65.fasta
p39944_ub_model_A,A0AAV5QES3,56.0,6e-45,p39944_ub_model_A_H60.fasta
p39944_ub_model_A,A0A1D2VP73,53.01,2.9999999999999997e-47,p39944_ub_model_A_H55.fasta
p39944_ub_model_A,A0A1E3PS26,48.73,9.999999999999999e-43,p39944_ub_model_A_H50.fasta
p39944_ub_model_A,A0A1E4TAT8,43.93,1e-37,p39944_ub_model_A_H45.fasta
p39944_ub_model_A,A0A1Y2FDM0,38.99,9e-31,p39944_ub_model_A_H40.fasta
p39944_ub_model_A,A0A1S3KEP6,33.96,3e-23,p39944_ub_model_A_H35.fasta
q06677_ub_model_A,G0VH00,45.0,4e-15,q06677_ub_model_A_H50.fasta
q06677_ub_model_A,H2AS28,43.48,5e-15,q06677_ub_model_A_H45.fasta
q06677_ub_model_A,J7RJF1,37.38,7e-13,q06677_ub_model_A_H40.fasta
q07843_ub_model_A,A7TRZ8,45.89,4e-52,q07843_ub_model_A_H50.fasta
q07843_ub_model_A,G8ZWI9,44.3,4e-53,q07843_ub_model_A_H45.fasta
q07843_ub_model_A,G8BUT4,38.2,2e-35,q07843_ub_model_A_H40.fasta
q07843_ub_model_A,Q753Y5,32.64,3e-22,q07843_ub_model_A_H35.fasta
q07843_ub_model_A,Q6CQ02,28.89,1e-13,q07843_ub_model_A_H30.fasta
p54860_ub_model_A,Q75A24,70.76,0.0,p54860_ub_model_A_H75.fasta
p54860_ub_model_A,K0KJ06,56.32,7e-151,p54860_ub_model_A_H60.fasta
p54860_ub_model_A,A0A1E5RBG7,47.13,5e-126,p54860_ub_model_A_H50.fasta
p54860_ub_model_A,Q5AND8,41.84,4e-105,p54860_ub_model_A_H45.fasta
p54860_ub_model_A,A0A1A0HJR1,38.48,9e-88,p54860_ub_model_A_H40.fasta
p54860_ub_model_A,A0A1E3PLB3,33.77,5.0000000000000005e-68,p54860_ub_model_A_H35.fasta
p54860_ub_model_A,A0A8K0JN99,29.02,7e-43,p54860_ub_model_A_H30.fasta
p54860_ub_model_A,F4QBE4,24.73,7e-22,p54860_ub_model_A_H25.fasta
p32521_ub_model_A,A7TSV7,55.81,0.0,p32521_ub_model_A_H60.fasta
p32521_ub_model_A,Q6FPQ7,53.87,0.0,p32521_ub_model_A_H55.fasta
p32521_ub_model_A,A0A7H9B4X3,47.26,0.0,p32521_ub_model_A_H50.fasta
p32521_ub_model_A,A0A1L0AW83,40.35,2e-148,p32521_ub_model_A_H45.fasta
p32521_ub_model_A,A0A1E3PC55,39.6,6e-130,p32521_ub_model_A_H40.fasta
p32521_ub_model_A,A0A1V2LHN1,34.42,9e-108,p32521_ub_model_A_H35.fasta
p32521_ub_model_A,A0A261XVP9,28.83,2e-62,p32521_ub_model_A_H30.fasta
p46944_ub_model_A,G0V9Y7,67.67,2e-167,p46944_ub_model_A_H70.fasta
p46944_ub_model_A,H2AR52,62.26,1e-151,p46944_ub_model_A_H65.fasta
p46944_ub_model_A,G8JTM6,43.13,9.999999999999999e-85,p46944_ub_model_A_H45.fasta
p46944_ub_model_A,A0A1E5RV32,31.03,5e-24,p46944_ub_model_A_H35.fasta
p46944_ub_model_A,A0A9P8P3W4,28.32,3e-30,p46944_ub_model_A_H30.fasta
p46944_ub_model_A,A0A1E4STH7,22.84,9e-12,p46944_ub_model_A_H25.fasta
q12084_ub_model_A,A0A7G3ZF63,46.49,2e-68,q12084_ub_model_A_H50.fasta
q12084_ub_model_A,G8C0E9,42.92,9.999999999999999e-55,q12084_ub_model_A_H45.fasta
q12084_ub_model_A,A0A1E5R1E7,35.71,3.9999999999999996e-26,q12084_ub_model_A_H40.fasta
q12084_ub_model_A,A0A376BB10,32.62,3e-30,q12084_ub_model_A_H35.fasta
q12084_ub_model_A,A0A1E3R1G1,29.96,3e-26,q12084_ub_model_A_H30.fasta
q12084_ub_model_A,A0A2A6CZV4,24.79,4e-16,q12084_ub_model_A_H25.fasta
p25037_ub_model_A,G0V9T0,59.68,0.0,p25037_ub_model_A_H60.fasta
p25037_ub_model_A,A0A1G4JH40,54.66,0.0,p25037_ub_model_A_H55.fasta
p25037_ub_model_A,A0A1E4TPS2,40.82,3e-130,p25037_ub_model_A_H45.fasta
p25037_ub_model_A,A0AAV5QSB2,37.06,4e-109,p25037_ub_model_A_H40.fasta
p24869_ub_model_A,G8ZX02,90.97,6e-89,p24869_ub_model_A_H95.fasta
p24869_ub_model_A,G0VFA4,79.17,1e-77,p24869_ub_model_A_H80.fasta
p24869_ub_model_A,I2H123,70.0,5.0000000000000005e-58,p24869_ub_model_A_H75.fasta
p24869_ub_model_A,A0A1E5RY45,65.28,9e-57,p24869_ub_model_A_H70.fasta
p24869_ub_model_A,H2AMD7,62.5,1e-57,p24869_ub_model_A_H65.fasta
p24869_ub_model_A,A0A1V2KZN9,57.64,1e-51,p24869_ub_model_A_H60.fasta
p24869_ub_model_A,A0AAD5SI86,53.79,5e-47,p24869_ub_model_A_H55.fasta
p24869_ub_model_A,A0AAD9ZDA0,49.66,3e-43,p24869_ub_model_A_H50.fasta
p24869_ub_model_A,A0A8H6SDY0,43.97,3e-37,p24869_ub_model_A_H45.fasta
p24869_ub_model_A,A0A2T9ZC91,39.31,9e-31,p24869_ub_model_A_H40.fasta
p40462_ub_model_A,G8ZS31,56.54,4e-107,p40462_ub_model_A_H60.fasta
p40462_ub_model_A,G8BRS4,54.06,7e-100,p40462_ub_model_A_H55.fasta
p40462_ub_model_A,Q755U2,49.47,4.0000000000000004e-82,p40462_ub_model_A_H50.fasta
p40462_ub_model_A,A0AAN7WM30,40.96,2e-62,p40462_ub_model_A_H45.fasta
p40462_ub_model_A,A0A1E3PBQ1,39.79,5e-56,p40462_ub_model_A_H40.fasta
p40462_ub_model_A,A0A9W6SYE3,34.11,1e-41,p40462_ub_model_A_H35.fasta
p40462_ub_model_A,A0A8J5KBZ2,29.29,3e-32,p40462_ub_model_A_H30.fasta
p38284_ub_model_A,G0VBJ6,34.48,6e-24,p38284_ub_model_A_H35.fasta
p38284_ub_model_A,A0A120K289,28.85,1e-09,p38284_ub_model_A_H30.fasta
p45978_ub_model_A,G8ZX16,82.02,9.000000000000001e-45,p45978_ub_model_A_H85.fasta
p45978_ub_model_A,A0A1Q3A9C8,79.79,2.9999999999999997e-44,p45978_ub_model_A_H80.fasta
p45978_ub_model_A,G8JTY6,73.91,1e-41,p45978_ub_model_A_H75.fasta
p45978_ub_model_A,R9XE51,69.89,5.0000000000000005e-39,p45978_ub_model_A_H70.fasta
p45978_ub_model_A,A0A1E3P9W5,60.26,2e-19,p45978_ub_model_A_H65.fasta
p45978_ub_model_A,Q5AAR2,56.18,9e-20,p45978_ub_model_A_H60.fasta
p45978_ub_model_A,A0A1E4U0T6,51.61,9e-22,p45978_ub_model_A_H55.fasta
p45978_ub_model_A,W6MTI3,48.84,4e-19,p45978_ub_model_A_H50.fasta
p45978_ub_model_A,A0A077WNQ6,44.16,2e-13,p45978_ub_model_A_H45.fasta
p45978_ub_model_A,A0A146KVY0,39.78,4e-13,p45978_ub_model_A_H40.fasta
p45978_ub_model_A,A0AAE0PJ89,34.88,1e-09,p45978_ub_model_A_H35.fasta
p20134_ub_model_A,G0VJ59,39.22,3.9999999999999996e-50,p20134_ub_model_A_H40.fasta
p20134_ub_model_A,A0A1G4MEI6,33.02,1.0000000000000001e-39,p20134_ub_model_A_H35.fasta
p20134_ub_model_A,C5E1Z2,26.3,1e-11,p20134_ub_model_A_H30.fasta
q12392_ub_model_A,A0AA35ND33,95.45,2e-135,q12392_ub_model_A_H99.fasta
q12392_ub_model_A,A0AA35NLP0,51.58,1e-64,q12392_ub_model_A_H55.fasta
q12392_ub_model_A,A6ZMH7,46.43,2e-55,q12392_ub_model_A_H50.fasta
q12392_ub_model_A,A7TJX5,32.4,1e-22,q12392_ub_model_A_H35.fasta
q12392_ub_model_A,A7TMQ1,29.38,1e-20,q12392_ub_model_A_H30.fasta
q12392_ub_model_A,A0AAV5RV84,23.56,2e-08,q12392_ub_model_A_H25.fasta
q12260_ub_model_A,A0AA35ND33,94.59,9e-68,q12260_ub_model_A_H95.fasta
q12260_ub_model_A,A0AA35JE33,50.56,6e-24,q12260_ub_model_A_H55.fasta
q12260_ub_model_A,A0AA35NLP0,45.92,7e-21,q12260_ub_model_A_H50.fasta
q12260_ub_model_A,A7A2A9,43.64,2.0000000000000002e-24,q12260_ub_model_A_H45.fasta
q12260_ub_model_A,A7TJX5,34.41,5e-07,q12260_ub_model_A_H35.fasta
q02159_ub_model_A,G8ZQ92,87.88,5e-104,q02159_ub_model_A_H90.fasta
q02159_ub_model_A,A0A1E3P3E7,76.54,2e-87,q02159_ub_model_A_H80.fasta
q02159_ub_model_A,A0A8F2W3G8,72.96,5.000000000000001e-75,q02159_ub_model_A_H75.fasta
q02159_ub_model_A,A0A8H8P9X7,69.78,7.000000000000001e-60,q02159_ub_model_A_H70.fasta
q02159_ub_model_A,A0A0F8BP19,61.82,1e-69,q02159_ub_model_A_H65.fasta
q02159_ub_model_A,A0A1C1CVK3,59.76,8e-69,q02159_ub_model_A_H60.fasta
q02159_ub_model_A,A0A7S1CHY3,54.55,2e-57,q02159_ub_model_A_H55.fasta
q02159_ub_model_A,A0A9P6BHQ2,48.47,7e-50,q02159_ub_model_A_H50.fasta
q02159_ub_model_A,A0A6C0GZH3,42.11,6e-41,q02159_ub_model_A_H45.fasta
q02159_ub_model_A,P25153,39.26,7e-37,q02159_ub_model_A_H40.fasta
q12086_ub_model_A,G0VHT0,67.92,2e-101,q12086_ub_model_A_H70.fasta
q12086_ub_model_A,W0TCN7,61.97,1e-85,q12086_ub_model_A_H65.fasta
q12086_ub_model_A,G0VDF4,59.91,9.000000000000001e-87,q12086_ub_model_A_H60.fasta
q12086_ub_model_A,A0AAV5RQH8,54.72,1e-73,q12086_ub_model_A_H55.fasta
q12086_ub_model_A,UPI0034CD25B4,49.03,2.0000000000000002e-66,q12086_ub_model_A_H50.fasta
q12086_ub_model_A,A0AAV9VZD7,44.88,1e-55,q12086_ub_model_A_H45.fasta
q12086_ub_model_A,A0A4P9XQU6,39.81,2e-48,q12086_ub_model_A_H40.fasta
p25623_ub_model_A,J7RII4,59.92,2e-96,p25623_ub_model_A_H60.fasta
p25623_ub_model_A,A0A1X7R183,51.39,2e-79,p25623_ub_model_A_H55.fasta
p25623_ub_model_A,I2H9R3,47.04,4e-70,p25623_ub_model_A_H50.fasta
p25623_ub_model_A,G8BU59,44.84,9e-74,p25623_ub_model_A_H45.fasta
p25623_ub_model_A,A0A1E3PBH3,36.29,5e-47,p25623_ub_model_A_H40.fasta
p25623_ub_model_A,G8BN68,33.98,8e-44,p25623_ub_model_A_H35.fasta
p25623_ub_model_A,W6MKK4,28.0,1e-22,p25623_ub_model_A_H30.fasta
p25623_ub_model_A,UPI0034CD49AA,24.9,3e-16,p25623_ub_model_A_H25.fasta
p0cx67_ub_model_A,A6ZMH7,80.4,2e-111,p0cx67_ub_model_A_H85.fasta
p0cx67_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,p0cx67_ub_model_A_H70.fasta
p0cx67_ub_model_A,A0AA35NLP0,64.32,2e-76,p0cx67_ub_model_A_H65.fasta
p0cx67_ub_model_A,A0AA35ND33,48.99,1e-59,p0cx67_ub_model_A_H50.fasta
p0cx67_ub_model_A,A7TJX5,30.11,2e-16,p0cx67_ub_model_A_H35.fasta
p0cx67_ub_model_A,A0A7H9HN04,28.65,3e-15,p0cx67_ub_model_A_H30.fasta
p0cx67_ub_model_A,A7TMQ1,24.73,7e-14,p0cx67_ub_model_A_H25.fasta
p38957_ub_model_A,A0AA35JD24,78.92,9.000000000000001e-124,p38957_ub_model_A_H80.fasta
p38957_ub_model_A,A0A7H9AXX2,48.61,8e-68,p38957_ub_model_A_H50.fasta
p38957_ub_model_A,Q6FM84,41.9,8e-48,p38957_ub_model_A_H45.fasta
p38957_ub_model_A,A0A1G4MKA0,39.36,4e-46,p38957_ub_model_A_H40.fasta
p38957_ub_model_A,B4UNA2,31.25,5e-31,p38957_ub_model_A_H35.fasta
p38957_ub_model_A,A0A376B925,29.79,2e-20,p38957_ub_model_A_H30.fasta
p38856_ub_model_A,G0VDT8,71.17,4e-140,p38856_ub_model_A_H75.fasta
p38856_ub_model_A,A0A9P6WGH7,69.4,3.0000000000000005e-131,p38856_ub_model_A_H70.fasta
p38856_ub_model_A,A0A1Q3A3X1,62.81,6e-124,p38856_ub_model_A_H65.fasta
p38856_ub_model_A,G8JQL5,56.83,3e-101,p38856_ub_model_A_H60.fasta
p38856_ub_model_A,A0A1E5RHA1,52.28,7e-78,p38856_ub_model_A_H55.fasta
p38856_ub_model_A,Q6FTX5,49.0,6e-78,p38856_ub_model_A_H50.fasta
p38856_ub_model_A,A0A1E4RTT3,44.09,1e-70,p38856_ub_model_A_H45.fasta
p38856_ub_model_A,A0A2U9QZY6,39.45,4e-62,p38856_ub_model_A_H40.fasta
p38856_ub_model_A,A0A1E4TD15,34.75,2.0000000000000003e-45,p38856_ub_model_A_H35.fasta
p38856_ub_model_A,A0A1X2HBA7,29.85,3e-32,p38856_ub_model_A_H30.fasta
p38856_ub_model_A,UPI0022FDC549,23.6,5e-20,p38856_ub_model_A_H25.fasta
p32571_ub_model_A,A0A9P6W896,73.21,0.0,p32571_ub_model_A_H75.fasta
p32571_ub_model_A,A0A376B7S7,60.05,2e-169,p32571_ub_model_A_H65.fasta
p32571_ub_model_A,G0V658,58.06,3e-159,p32571_ub_model_A_H60.fasta
p32571_ub_model_A,A0A1D2VP73,53.0,3e-126,p32571_ub_model_A_H55.fasta
p32571_ub_model_A,A0A1E3PS26,49.73,1.9999999999999999e-115,p32571_ub_model_A_H50.fasta
p32571_ub_model_A,A5E220,44.67,5.0000000000000005e-99,p32571_ub_model_A_H45.fasta
p32571_ub_model_A,M5G0K2,39.41,2e-83,p32571_ub_model_A_H40.fasta
p32571_ub_model_A,A0AAV5RXT4,34.95,5.000000000000001e-66,p32571_ub_model_A_H35.fasta
p32571_ub_model_A,A0A1Z5SMJ3,29.55,7.999999999999999e-54,p32571_ub_model_A_H30.fasta
p0cx60_ub_model_A,A6ZMH7,80.0,1e-107,p0cx60_ub_model_A_H85.fasta
p0cx60_ub_model_A,A0AA35JE33,65.46,4.999999999999999e-84,p0cx60_ub_model_A_H70.fasta
p0cx60_ub_model_A,A0AA35NLP0,64.32,7e-76,p0cx60_ub_model_A_H65.fasta
p0cx60_ub_model_A,A0AA35ND33,50.0,2e-58,p0cx60_ub_model_A_H55.fasta
p0cx60_ub_model_A,A7TJX5,30.68,4e-16,p0cx60_ub_model_A_H35.fasta
p0cx60_ub_model_A,A0A7H9HN04,28.65,1e-14,p0cx60_ub_model_A_H30.fasta
p0cx60_ub_model_A,A7TMQ1,24.73,5e-14,p0cx60_ub_model_A_H25.fasta
p14682_ub_model_A,I2H7B2,89.73,7e-122,p14682_ub_model_A_H90.fasta
p14682_ub_model_A,A0A1B7T7F0,66.09,5e-85,p14682_ub_model_A_H70.fasta
p14682_ub_model_A,A0A1A0H7T4,64.52,7e-85,p14682_ub_model_A_H65.fasta
p14682_ub_model_A,A0A9P8T1Q2,55.68,4.9999999999999997e-64,p14682_ub_model_A_H60.fasta
p14682_ub_model_A,UPI0008668D43,51.09,2e-62,p14682_ub_model_A_H55.fasta
p14682_ub_model_A,A0A8H4EM69,48.72,8e-58,p14682_ub_model_A_H50.fasta
p14682_ub_model_A,A0A9W9XML6,42.05,3e-43,p14682_ub_model_A_H45.fasta
p14682_ub_model_A,A0A0X3PA50,39.2,1e-40,p14682_ub_model_A_H40.fasta
p14682_ub_model_A,A0A1A8UF70,34.15,1e-36,p14682_ub_model_A_H35.fasta
q01477_ub_model_A,G8ZLK0,79.92,1e-137,q01477_ub_model_A_H80.fasta
q01477_ub_model_A,A0A0C7NBY8,67.59,5e-102,q01477_ub_model_A_H70.fasta
q01477_ub_model_A,Q74ZQ9,64.05,2e-102,q01477_ub_model_A_H65.fasta
q01477_ub_model_A,K0KIC1,57.09,1e-80,q01477_ub_model_A_H60.fasta
q01477_ub_model_A,A0A1E4RXR5,54.76,2e-76,q01477_ub_model_A_H55.fasta
q01477_ub_model_A,G8YKW9,48.89,2e-67,q01477_ub_model_A_H50.fasta
q01477_ub_model_A,A0AAV5QUN0,43.84,1e-64,q01477_ub_model_A_H45.fasta
q01477_ub_model_A,UPI0034CD5097,39.23,2e-51,q01477_ub_model_A_H40.fasta
q01477_ub_model_A,A0A1Y1U9U6,34.78,5.0000000000000005e-37,q01477_ub_model_A_H35.fasta
q01477_ub_model_A,A0A067SVH5,28.68,1.0000000000000001e-29,q01477_ub_model_A_H30.fasta
p32783_ub_model_A,A0A1L0D2R7,60.66,4e-132,p32783_ub_model_A_H65.fasta
p32783_ub_model_A,A0A061AZE7,57.76,2e-109,p32783_ub_model_A_H60.fasta
p32783_ub_model_A,A0A0H5C379,54.82,1e-105,p32783_ub_model_A_H55.fasta
p32783_ub_model_A,A3GEV2,47.42,9.999999999999999e-87,p32783_ub_model_A_H50.fasta
p32783_ub_model_A,A0A642VCA6,43.81,1e-70,p32783_ub_model_A_H45.fasta
p32783_ub_model_A,A0AAV5RL55,39.13,2e-61,p32783_ub_model_A_H40.fasta
p32783_ub_model_A,A0A2R6R7E1,33.85,1e-51,p32783_ub_model_A_H35.fasta
p32783_ub_model_A,A0A2T4C8D9,29.5,3e-32,p32783_ub_model_A_H30.fasta
p25344_ub_model_A,G0W313,86.05,2e-46,p25344_ub_model_A_H90.fasta
p25344_ub_model_A,G0VAU1,82.98,6e-49,p25344_ub_model_A_H85.fasta
p25344_ub_model_A,J7RW15,79.35,1e-43,p25344_ub_model_A_H80.fasta
p25344_ub_model_A,A0AAN7WMG5,71.74,1.0000000000000001e-39,p25344_ub_model_A_H75.fasta
p25344_ub_model_A,A0A0V1PT58,65.88,2.0000000000000002e-28,p25344_ub_model_A_H70.fasta
p25344_ub_model_A,A0AAW0FLQ7,61.9,2.0000000000000002e-29,p25344_ub_model_A_H65.fasta
p25344_ub_model_A,A0A1E3R0U7,55.56,7.999999999999999e-30,p25344_ub_model_A_H60.fasta
